"word" "word.freq" "doc.freq"
"710" "manchette" 1 1
"711" "verbrechen" 97 80
"712" "begehen" 69 65
"713" "boden" 188 164
"714" "herbeiließ" 1 1
"715" "verzeihen" 126 105
"716" "stören" 71 67
"717" "holen" 132 122
"718" "verlassen" 436 348
"719" "zögernd" 13 13
"720" "zimmer" 506 377
"721" "draußen" 87 81
"722" "spiegel" 73 62
"723" "strecken" 83 78
"724" "zunge" 49 45
"725" "reihe" 94 87
"726" "schieben" 65 63
"727" "riegel" 23 22
"728" "rothem" 16 16
"729" "saffian" 1 1
"730" "elfenbein-ornamenten" 1 1
"731" "mitte" 48 47
"732" "lieutenants" 18 14
"733" "zweit" 179 164
"734" "bataillon" 16 13
"735" "portrait" 23 19
"736" "astier" 34 17
"737" "steif" 25 24
"738" "buchstabe" 26 23
"739" "finster" 67 63
"740" "photographie" 1 1
"741" "rahmen" 30 22
"742" "zerreißen" 52 49
"743" "stück" 125 112
"744" "tasche" 84 72
"745" "bedenken" 100 87
"746" "lücke" 12 11
"747" "verdacht" 65 59
"748" "lös'te" 17 17
"749" "blatt" 112 90
"750" "aufkleben" 1 1
"751" "beseitigen" 10 10
"752" "beleben" 25 25
"753" "murmeln" 99 93
"754" "rächen" 61 50
"755" "uebermüthigen" 1 1
"756" "weib" 257 194
"757" "küssen" 163 137
"758" "stirn" 223 195
"759" "capitains" 1 1
"760" "minder" 52 50
"761" "anziehend" 10 10
"762" "regimente" 5 5
"763" "angenehm" 111 100
"764" "ausgezeichnet" 26 23
"765" "elegant" 55 54
"766" "lächeln" 399 319
"767" "bemerkung" 54 50
"768" "prinz" 22 15
"769" "sattel" 41 33
"770" "heben" 157 144
"771" "händel" 6 6
"772" "blättern" 23 22
"773" "teufel" 107 92
"774" "herausfordernd" 21 21
"775" "held" 48 45
"776" "roman" 41 33
"777" "bouleau" 1 1
"778" "tapfer" 32 29
"779" "soldat" 168 118
"780" "piken" 2 2
"781" "dienen" 101 94
"782" "siebenundzwanzig" 6 5
"783" "dienstjahr" 2 2
"784" "achtzehn" 17 15
"785" "feldzug" 12 12
"786" "mitmachen" 9 9
"787" "medaille" 7 6
"788" "kreuz" 59 46
"789" "narbe" 8 6
"790" "augenbraue" 29 29
"791" "unglückseligste" 1 1
"792" "artillerie" 5 5
"793" "ingenieur" 2 2
"794" "mager" 47 44
"795" "arme" 340 300
"796" "übereinander" 3 3
"797" "theaterheldin" 1 1
"798" "väterlich" 47 44
"799" "schauplatz" 16 16
"800" "saal" 90 74
"801" "einrichtung" 23 22
"802" "jahrhundert" 51 44
"803" "jetzig" 17 17
"804" "fünfzig" 42 38
"805" "sechszig" 1 1
"806" "verblichen" 5 5
"807" "seiden" 25 23
"808" "tapete" 8 8
"809" "möbel" 41 37
"810" "überlassen" 71 66
"811" "verschieden" 100 91
"812" "generation" 12 11
"813" "punschgläsern" 1 1
"814" "marmor" 15 15
"815" "kamin" 71 65
"816" "consolen" 2 2
"817" "reich" 229 189
"818" "schwerfällig" 12 12
"819" "abdrücken" 4 4
"820" "militär" 15 14
"821" "unannehmlichkeit" 12 12
"822" "spur" 106 96
"823" "spuren" 35 34
"824" "wiederfinden" 29 29
