"word" "word.freq" "doc.freq"
"650" "winkel" 159 150
"651" "zurückziehen" 147 141
"652" "schulter" 526 477
"653" "schultern" 209 199
"654" "legend" 28 28
"655" "zuruf" 30 28
"656" "besonnenern" 1 1
"657" "melancholisch" 55 53
"658" "plato" 8 6
"659" "schritt" 1143 949
"660" "vorgehen" 171 164
"661" "überschrieen" 2 2
"662" "tumult" 37 31
"663" "augenblick" 1754 1427
"664" "gipfelpunkte" 1 1
"665" "stoßen" 559 516
"666" "sessel" 117 109
"667" "fuß" 1124 940
"668" "schwören" 223 184
"669" "piastenblut" 1 1
"670" "ader" 108 105
"671" "rinnen" 72 66
"672" "provinz" 31 29
"673" "flecken" 76 67
"674" "dorf" 919 623
"675" "gehören" 1133 988
"676" "wiederholen" 395 371
"677" "lehnsmänner" 2 2
"678" "kuronia" 3 1
"679" "heran" 251 231
"680" "kniee" 151 146
"681" "belehnung" 2 1
"682" "blühend" 148 140
"683" "kräftig" 311 285
"684" "gedrängt" 11 11
"685" "figur" 119 102
"686" "blond" 184 171
"687" "schelmisch" 47 46
"688" "herausfordernd" 33 32
"689" "blitzen" 147 138
"690" "stemmen" 64 63
"691" "trotzig" 147 143
"692" "wortführend" 1 1
"693" "kurone" 1 1
"694" "knieen" 257 231
"695" "höhnendem" 4 4
"696" "blick" 2085 1613
"697" "independenzia" 1 1
"698" "vater" 3507 1741
"699" "frage" 766 676
"700" "molestiren" 3 3
"701" "procurirten" 1 1
"702" "enkel" 82 71
"703" "conserviren" 2 2
"704" "krumm" 51 49
"705" "scheren" 20 20
"706" "milchbart" 2 2
"707" "geknieet" 2 2
"708" "verlernen" 17 17
"709" "wunder" 212 196
"710" "czenstochau" 1 1
"711" "stiefel" 112 89
"712" "küssen" 577 485
"713" "rindssohle" 1 1
"714" "rücken" 654 598
"715" "empfangen" 409 371
"716" "jauchzen" 72 64
"717" "strecken" 281 263
"718" "überbieten" 24 24
"719" "gebieten" 158 152
"720" "bein" 276 246
"721" "beleidigers" 1 1
"722" "fassen" 925 808
"723" "umwendend" 15 14
"724" "probiren" 28 26
"725" "polonaise" 4 4
"726" "tanzen" 336 230
"727" "verwegene" 8 8
"728" "ergehen" 123 115
"729" "zücken" 4 4
"730" "geschrei" 133 118
"731" "gestalt" 780 663
"732" "halt" 337 277
"733" "hemmen" 36 35
"734" "moment" 266 243
"735" "bewaffnete" 14 10
"736" "that" 1377 1155
"737" "zornschnaubender" 1 1
"738" "anruf" 10 10
"739" "brandfuchs" 2 1
"740" "loch" 107 90
"741" "fußtritt" 32 31
"742" "adlig" 6 6
"743" "verkehren" 89 83
"744" "viri" 1 1
"745" "nobiles" 2 1
"746" "fehlen" 607 540
"747" "pack" 47 41
"748" "glebae" 2 2
"749" "adscriptus" 2 2
"750" "vertreten" 46 45
"751" "ausmachen" 76 75
"752" "rede" 720 637
"753" "wiedehopf" 2 2
"754" "adler" 39 37
"755" "herold" 10 8
"756" "haut" 80 76
"757" "stück" 509 435
"758" "taumelnd" 21 21
"759" "republick" 1 1
"760" "höhnen" 31 27
"761" "tos'te" 4 4
"762" "meer" 289 221
"763" "verwirrt" 78 78
"764" "aufgehoben" 20 20
"765" "trocknen" 107 107
"766" "nass" 89 86
"767" "belieben" 99 93
"768" "schiert" 1 1
"769" "hochmüthig" 26 25
"770" "birne" 11 8
"771" "bier" 72 66
"772" "blut" 651 528
"773" "prätendirt" 3 3
"774" "verloren" 118 118
"775" "korn" 62 57
"776" "schwalbe" 30 30
"777" "misthaufe" 1 1
"778" "weizenboden" 1 1
"779" "aufgehen" 164 159
"780" "wir's" 62 57
"781" "zertreten" 41 37
"782" "stamm" 151 128
"783" "großvater" 81 69
"784" "stallknecht" 12 11
"785" "schacherte" 1 1
"786" "zweit" 490 451
"787" "erzürnt" 5 5
"788" "mehrheit" 9 8
"789" "nah" 1650 1315
"790" "bequem" 198 189
"791" "umringen" 38 37
"792" "drängen" 435 402
"793" "tobende" 1 1
"794" "unfähig" 47 47
"795" "gebrauchen" 116 110
"796" "partei" 61 58
"797" "ergreifen" 628 581
"798" "gefährlich" 245 228
"799" "besinnung" 82 79
"800" "unversehrt" 13 11
"801" "bedeutend" 174 171
"802" "beschädigen" 16 14
"803" "boden" 789 695
"804" "erreichen" 455 415
"805" "beschwichtigen" 62 62
"806" "toben" 100 87
"807" "genugthuung" 70 65
"808" "mehrzahl" 23 22
"809" "stelle" 769 673
"810" "bereit" 219 209
"811" "einsehen" 85 80
"812" "theilen" 104 103
"813" "abgehen" 68 66
"814" "beschließen" 234 228
"815" "galopiren" 1 1
"816" "degen" 79 66
"817" "knicken" 14 14
"818" "drinnen" 145 128
"819" "mensur" 1 1
"820" "umsinke" 1 1
"821" "ungeziemenden" 1 1
"822" "ausfall" 9 9
"823" "gegner" 68 58
"824" "vorbeugen" 25 25
"825" "fähig" 114 114
"826" "schielen" 21 21
"827" "brandenburger" 6 6
"828" "sandpilzen" 1 1
"829" "richten" 653 586
"830" "gering" 304 287
"831" "erhitzte" 2 2
"832" "zurückhalten" 92 89
"833" "blutig" 124 114
"834" "entscheidung" 77 73
"835" "vorbereiten" 92 92
"836" "uebermaß" 12 12
"837" "gewahren" 130 125
"838" "gährung" 6 6
"839" "niederschlagen" 45 45
"840" "heftig" 775 684
"841" "geschüttelt" 2 2
"842" "unordnung" 35 33
"843" "umgedreht" 3 3
"844" "auszug" 10 10
"845" "rückkehr" 94 90
"846" "umschlagen" 18 18
"847" "sprengen" 76 70
"848" "bunt" 228 215
"849" "halloh" 13 12
"850" "unschuldig" 226 213
"851" "weise" 930 808
"852" "austritt" 12 11
"853" "anlass" 79 79
"854" "entschieden" 127 121
"855" "absichtlich" 63 63
"856" "überstürzend" 3 3
"857" "schwarm" 44 39
"858" "begreifen" 500 455
"859" "keyserlingk" 6 4
"860" "gemetzel" 4 4
"861" "niederträchtig" 15 15
"862" "schlägerei" 8 8
"863" "eng" 248 226
"864" "raum" 349 317
"865" "zerschlagen" 49 47
"866" "hirnschädeln" 1 1
"867" "dutzend" 117 109
"868" "gebrochen" 55 55
"869" "arme" 1115 901
"870" "enden" 160 152
"871" "criminaljustiz" 1 1
"872" "lumpigsten" 1 1
"873" "todtschlag" 14 14
"874" "hängen" 844 750
"875" "zigeuner" 21 18
"876" "corps" 12 9
"877" "gefährden" 16 16
"878" "maulaffe" 5 5
"879" "maul" 120 115
"880" "art" 946 846
"881" "herauskommen" 61 60
"882" "entgegnet" 67 65
"883" "ausbaden" 4 4
"884" "gratiam" 1 1
"885" "hart" 600 540
"886" "regen" 375 329
"887" "milzsucht" 1 1
"888" "schlechteste" 10 9
"889" "anbringen" 79 77
"890" "gönnen" 162 155
"891" "affaire" 14 14
"892" "pass" 61 41
"893" "gesehn" 59 54
"894" "aberwitzig" 5 5
"895" "neugierig" 200 187
"896" "vorlaut" 11 11
"897" "eiteln" 7 7
"898" "finger" 505 453
"899" "jucken" 5 5
"900" "spreizen" 8 7
"901" "glatt" 126 122
"902" "kinn" 64 63
"903" "französisch" 209 176
"904" "hacke" 16 16
"905" "hacken" 37 25
"906" "gesalbt" 5 5
"907" "haar" 771 669
"908" "katzenauge" 6 6
"909" "krähe" 40 34
"910" "pfauenfeder" 5 5
"911" "convivien" 1 1
"912" "duften" 34 34
"913" "taufschein" 25 20
"914" "tausendjährig" 3 3
"915" "modergeruch" 3 3
"916" "scheitel" 45 44
"917" "wolke" 238 211
"918" "aufweisen" 20 20
"919" "treu" 391 354
"920" "lakay" 1 1
"921" "pfandrecht" 1 1
"922" "vorwerk" 19 13
"923" "clangallen" 1 1
"924" "erknausert" 1 1
"925" "erbetteln" 2 2
"926" "zuzählen" 4 4
"927" "gulden" 113 83
"928" "prahlen" 15 14
"929" "allodien" 1 1
"930" "benefizien" 1 1
"931" "schürzenstipendien" 1 1
"932" "quere" 5 5
"933" "riegel" 66 64
"934" "vorschieben" 22 22
"935" "nase" 242 213
"936" "aufstehn" 4 4
"937" "heuen" 388 319
"938" "zusammenbringen" 22 21
"939" "physiognomieen" 1 1
"940" "widerwille" 40 39
"941" "abfertigen" 21 21
"942" "treten" 2325 1807
"943" "weile" 584 532
"944" "alldie" 74 70
"945" "eitelkeit" 98 90
"946" "aufrichtig" 132 124
"947" "zerrüttet" 12 12
"948" "drohend" 146 140
"949" "zeitlauf" 2 2
"950" "gliedern" 43 41
"951" "zwist" 10 10
"952" "größern" 23 23
"953" "hader" 14 14
"954" "wecken" 234 218
"955" "rechnen" 162 148
"956" "kameradschaft" 9 9
"957" "gegliedert" 1 1
"958" "kette" 136 117
"959" "geschlossen" 94 90
"960" "glied" 236 216
"961" "guss" 4 4
"962" "streifen" 154 148
"963" "fromm" 296 243
"964" "schwertumgürteten" 1 1
"965" "strand" 76 66
