"word" "word.freq" "doc.freq"
"896" "vorlaut" 7 7
"897" "eiteln" 5 5
"898" "finger" 265 233
"899" "jucken" 5 5
"900" "spreizen" 5 4
"901" "glatt" 66 64
"902" "kinn" 32 32
"903" "französisch" 116 99
"904" "hacke" 13 13
"905" "hacken" 30 18
"906" "gesalbt" 2 2
"907" "haar" 367 322
"908" "katzenauge" 3 3
"909" "krähe" 17 15
"910" "pfauenfeder" 2 2
"911" "convivien" 1 1
"912" "duften" 19 19
"913" "taufschein" 10 8
"914" "tausendjährig" 1 1
"915" "modergeruch" 3 3
"916" "scheitel" 18 17
"917" "wolke" 137 122
"918" "aufweisen" 11 11
"919" "treu" 220 201
"920" "lakay" 1 1
"921" "pfandrecht" 1 1
"922" "vorwerk" 2 2
"923" "clangallen" 1 1
"924" "erknausert" 1 1
"925" "erbetteln" 1 1
"926" "zuzählen" 4 4
"927" "gulden" 69 49
"928" "prahlen" 6 6
"929" "allodien" 1 1
"930" "benefizien" 1 1
"931" "schürzenstipendien" 1 1
"932" "quere" 3 3
"933" "riegel" 33 32
"934" "vorschieben" 16 16
"935" "nase" 147 122
"936" "aufstehn" 2 2
"937" "heuen" 202 164
"938" "zusammenbringen" 11 11
"939" "physiognomieen" 1 1
"940" "widerwille" 27 26
"941" "abfertigen" 15 15
"942" "treten" 1200 936
"943" "weile" 306 277
"944" "alldie" 31 30
"945" "eitelkeit" 47 44
"946" "aufrichtig" 57 54
"947" "zerrüttet" 9 9
"948" "drohend" 89 87
"949" "zeitlauf" 2 2
"950" "gliedern" 27 25
"951" "zwist" 6 6
"952" "größern" 19 19
"953" "hader" 9 9
"954" "wecken" 136 127
"955" "rechnen" 104 96
"956" "kameradschaft" 6 6
"957" "gegliedert" 1 1
"958" "kette" 75 66
"959" "geschlossen" 49 46
"960" "glied" 140 127
"961" "guss" 3 3
"962" "streifen" 73 71
"963" "fromm" 136 116
"964" "schwertumgürteten" 1 1
"965" "strand" 25 24
"966" "barbarenvölkern" 1 1
"967" "erstreiten" 3 2
"968" "seeen" 1 1
"969" "steppe" 14 13
"970" "steppen" 6 6
"971" "wald" 441 307
"972" "unerreichbar" 8 8
"973" "wiege" 41 33
"974" "abstammung" 7 7
"975" "absonderung" 4 4
"976" "schützten" 2 2
"977" "treffen" 418 365
"978" "aufgelös't" 15 15
"979" "verschmelzen" 12 12
"980" "unterjochen" 5 5
"981" "barbare" 2 2
"982" "erz" 5 5
"983" "leib" 225 208
"984" "oel" 15 15
"985" "wovon" 47 47
"986" "stoff" 52 47
"987" "berühren" 141 130
"988" "abgleiten" 1 1
"989" "aufnehmen" 110 107
"990" "heranlassen" 2 2
"991" "gewöhnung" 2 2
"992" "fressen" 48 41
"993" "edel" 205 187
"994" "rost" 10 9
"995" "angebornen" 3 3
"996" "esel" 33 30
"997" "stall" 111 91
"998" "sperren" 29 28
"999" "krippe" 7 7
"1000" "anmaßung" 9 8
"1001" "muthe" 56 56
"1002" "imponirt" 3 3
