"word" "word.freq" "doc.freq"
"896" "stücke" 99 91
"897" "taumelnde" 4 4
"898" "zweien" 29 27
"899" "republick" 1 1
"900" "gehöhnt" 1 1
"901" "tos'te" 4 4
"902" "meer" 207 168
"903" "verwirrter" 6 6
"904" "aufgehobener" 8 8
"905" "trocknet" 4 4
"906" "nasse" 15 15
"907" "beliebt" 55 52
"908" "schiert" 1 1
"909" "heißt" 472 411
"910" "kümmert" 34 32
"911" "hochmüthig" 26 25
"912" "birne" 1 1
"913" "bier" 62 58
"914" "nennt" 126 117
"915" "blut" 560 471
"916" "prätendirt" 3 3
"917" "verlorenes" 12 12
"918" "korn" 53 51
"919" "schwalbe" 9 9
"920" "misthaufen" 1 1
"921" "weizenboden" 1 1
"922" "aufging" 46 46
"923" "wir's" 62 55
"924" "zertraten" 3 3
"925" "stämmen" 14 14
"926" "großvater" 61 55
"927" "stallknecht" 12 12
"928" "vater" 2800 1472
"929" "schacherte" 1 1
"930" "handelte" 67 64
"931" "erzürnten" 5 5
"932" "mehrheit" 9 8
"933" "näher" 539 462
"934" "bequemer" 27 27
"935" "umringt" 23 23
"936" "gedrängt" 62 62
"937" "tobenden" 7 7
"938" "unfähig" 46 46
"939" "gebrauchen" 41 41
"940" "flog" 254 238
"941" "partei" 45 45
"942" "ergreifen" 57 56
"943" "sprung" 47 42
"944" "gefährlich" 104 99
"945" "besinnung" 82 79
"946" "unversehrt" 11 10
"947" "bedeutend" 44 44
"948" "beschädigt" 14 12
"949" "boden" 772 688
"950" "erreichte" 104 102
"951" "beschwichtigt" 7 7
"952" "tobten" 9 9
"953" "genugthuung" 70 64
"954" "mehrzahl" 23 22
"955" "stelle" 721 633
"956" "bereit" 214 206
"957" "gelassen" 197 190
"958" "einzusehen" 18 18
"959" "theilen" 104 102
"960" "kräfte" 161 150
"961" "abgingen" 5 5
"962" "beschloß" 127 127
"963" "galopiren" 1 1
"964" "geschlagen" 163 155
"965" "tobte" 42 42
"966" "steifen" 32 32
"967" "geraden" 31 31
"968" "degen" 76 60
"969" "knicken" 3 3
"970" "drinnen" 145 131
"971" "mensur" 1 1
"972" "arm" 1001 805
"973" "schulter" 320 291
"974" "umsinke" 1 1
"975" "ungeziemenden" 1 1
"976" "ausfall" 6 6
"977" "gegner" 57 51
"978" "vorzubeugen" 11 11
"979" "fähig" 111 110
"980" "schielen" 2 2
"981" "brandenburger" 5 5
"982" "sandpilzen" 1 1
"983" "richten" 100 98
"984" "geringer" 44 44
"985" "zurückzuhalten" 17 17
"986" "trank" 204 185
"987" "blutigen" 51 48
"988" "entscheidung" 76 72
"989" "vorzubereiten" 21 21
"990" "ruhigeren" 8 8
"991" "uebermaß" 12 12
"992" "gewahrten" 5 5
"993" "gährung" 6 6
"994" "augenblick" 1184 1012
"995" "niederzuschlagen" 8 8
"996" "heftigen" 119 117
"997" "auftritten" 4 4
"998" "geschüttelte" 1 1
"999" "hände" 1227 1013
